170	2	_	compel	Whoever compels you to go one mile , go with him two .	file://conllu/en/bibl.en_web.MAT.conllu#s170_0	
171	1	_	give	Give to him who asks you , and do n't turn away him who desires to borrow from you .	file://conllu/en/bibl.en_web.MAT.conllu#s171_0	
172	8	and?	say (say hear)	&quot; You have heard that it was said , ' You shall love your neighbor , and hate your enemy . '	file://conllu/en/bibl.en_web.MAT.conllu#s172_0	
173	3	but?	tell	But I tell you , love your enemies , bless those who curse you , do good to those who hate you , and pray for those who mistreat you and persecute you , that you may be children of your Father who is in heaven .	file://conllu/en/bibl.en_web.MAT.conllu#s173_0	
174	3	for?	make	For he makes his sun to rise on the evil and the good , and sends rain on the just and the unjust .	file://conllu/en/bibl.en_web.MAT.conllu#s174_0	
175	1	for?	for	For if you love those who love you , what reward do you have ?	file://conllu/en/bibl.en_web.MAT.conllu#s175_0	
176	7	_	do (do same)	Do n't even the tax collectors do the same ?	file://conllu/en/bibl.en_web.MAT.conllu#s176_0	
177	4	if?	greet	If you only greet your friends , what more do you do than others ?	file://conllu/en/bibl.en_web.MAT.conllu#s177_0	
178	7	_	do (do same)	Do n't even the tax collectors do the same ?	file://conllu/en/bibl.en_web.MAT.conllu#s178_0	
179	4	therefore?	be (be perfect)	Therefore you shall be perfect , just as your Father in heaven is perfect .	file://conllu/en/bibl.en_web.MAT.conllu#s179_0	
180	2	else?	be (be careful)	&quot; Be careful that you do n't do your charitable giving before men , to be seen by them , or else you have no reward from your Father who is in heaven .	file://conllu/en/bibl.en_web.MAT.conllu#s180_0	
181	10	therefore?	sound	Therefore when you do merciful deeds , do n't sound a trumpet before yourself , as the hypocrites do in the synagogues and in the streets , that they may get glory from men .	file://conllu/en/bibl.en_web.MAT.conllu#s181_0	
182	4	_	tell	Most certainly I tell you , they have received their reward .	file://conllu/en/bibl.en_web.MAT.conllu#s182_0	
183	10	when?	let	But when you do merciful deeds , do n't let your left hand know what your right hand does , so that your merciful deeds may be in secret , then your Father who sees in secret will reward you openly .	file://conllu/en/bibl.en_web.MAT.conllu#s183_0	
184	9	when?	be (be hypocrite)	&quot; When you pray , you shall not be as the hypocrites , for they love to stand and pray in the synagogues and in the corners of the streets , that they may be seen by men .	file://conllu/en/bibl.en_web.MAT.conllu#s184_0	
185	5	_	tell	Most certainly , I tell you , they have received their reward .	file://conllu/en/bibl.en_web.MAT.conllu#s185_0	
186	6	when?	pray (pray pray)	But you , when you pray , enter into your inner room , and having shut your door , pray to your Father who is in secret , and your Father who sees in secret will reward you openly .	file://conllu/en/bibl.en_web.MAT.conllu#s186_0	
